24
296.468	322.652
296.549	310.063
296.647	295.767
296.324	280.977
296.316	264.798
295.772	247.975
295.656	229.73
295.257	210.686
294.838	190.198
294.151	168.987
293.421	146.511
292.343	123.72
291.241	100.099
289.72	76.4316
288.226	52.7848
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
310.489	327.502
310.995	314.489
311.37	300.208
311.685	284.747
312.128	268.335
312.417	250.685
312.643	231.998
312.832	212.035
312.924	190.759
312.851	168.527
312.506	145.273
312.126	121.192
311.27	96.5904
310.259	71.783
308.631	47.4127
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
325.209	332.596
326.125	319.42
327.097	304.673
327.973	288.96
329.01	271.889
329.948	253.799
330.861	234.403
331.664	213.701
332.443	191.605
332.929	168.426
333.379	144.1
333.294	118.971
332.969	93.4378
332.158	67.6408
331.047	42.3291
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
340.6	338.223
342.309	324.615
343.803	309.621
345.496	293.45
347.228	275.99
348.768	257.341
350.557	237.254
352.182	215.673
353.626	192.731
354.972	168.552
355.791	143.3
356.523	117.163
356.534	90.5269
356.213	63.85
355.072	37.7256
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
357.177	344.032
359.334	330.26
361.662	314.822
364.111	298.361
366.398	280.622
368.872	260.83
371.399	240.636
373.889	217.8
376.366	194.238
378.526	169.191
380.285	142.783
381.384	115.73
382.093	88.2295
381.787	60.6611
380.969	33.7856
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
374.435	350.262
377.483	336.108
380.574	320.516
383.841	303.53
387.553	285.631
390.987	264.996
394.565	243.166
398.144	221.337
400.615	196.004
403.775	170.25
406.253	143.022
408.139	114.975
409.08	86.5976
409.285	58.325
408.333	30.7859
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
392.718	356.56
396.468	342.421
400.537	326.49
404.757	309.282
408.817	290.773
414.227	270.016
418.805	247.517
423.383	225.019
427.034	198.556
430.596	172.048
433.909	143.967
436.243	115.233
437.741	85.9825
438.031	57.113
437.23	29.1167
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
411.67	363.472
416.502	349.012
421.511	332.898
426.766	315.31
432.466	296.55
437.466	275.036
443.044	251.869
448.621	228.701
453.908	202.071
458.818	174.65
462.67	145.892
465.744	116.444
467.402	86.6846
467.89	57.2804
466.799	28.8487
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
431.64	370.365
437.253	356.043
443.362	339.635
449.661	321.851
456.286	302.332
463.245	281.334
469.833	257.738
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
451.791	377.851
458.515	363.288
465.631	346.762
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
-1	-1
